cindaholbrooke18@fsriau.ac.ir,95
opalstrauss5@yuntech.edu.tw,21
marjyhathaway82@udem.edu.ni,61
marjyhathaway82@udem.edu.ni,9
fidelaschultz19@dpc.edu,54
fidelaschultz19@dpc.edu,6
brookslou94@untag-smd.ac.id,86
brookslou94@untag-smd.ac.id,77
tawnyarussi13@panasia.org.sg,84
tawnyarussi13@panasia.org.sg,45
michaelinaflam55@unicas.it,22
michaelinaflam55@unicas.it,57
rutheupheemia33@fh-bad-honnef.de,66
rutheupheemia33@fh-bad-honnef.de,75
jenaaeniah85@roehampton.ac.uk,42
chandajerrilyn64@kul.lublin.pl,18
chandajerrilyn64@kul.lublin.pl,54
fernandalilia90@univ-st-etienne.fr,83
corinechaffin49@annauniv.edu,48
corinechaffin49@annauniv.edu,11
virgieguy1@unicartagena.edu.co,38
ellestephana93@ifp.fr,44
ellestephana93@ifp.fr,51
jacquelinedown20@asu.edu.et,25
malindecantlon3@iet.ru,39
breedionis6@kfs.edu.eg,9
camilesiclari36@mccd.edu,16
cariottabonni97@karpagamuniv.com,83
cariottabonni97@karpagamuniv.com,6
hertahehre52@bmcmedcollege.com,23
hertahehre52@bmcmedcollege.com,94
kylynnteage39@most.gov.mm,69
kylynnteage39@most.gov.mm,43
ursulareena31@dickinsonstate.edu,28
ursulareena31@dickinsonstate.edu,13
candidaswithbart76@wzu.edu.cn,76
cicelyladdy70@sfsu.edu,97
cicelyladdy70@sfsu.edu,14
brandeafayola78@mesalands.edu,34
brandeafayola78@mesalands.edu,13
modestinebrock12@num.edu.kh,11
chiarrajanuisz47@smu.edu.ph,46
